Department,Department-Division,PCN,Position Title,FLSA Status,Initial Hire Date,Date in Title,Salary
FIR,FIR 010 Fire Administration,B.002791,Mechanic II,Non Exempt,16-Jul-1997,01-Mar-2003,55374.80
FIR,FIR 010 Fire Administration,B.003096.1,Master Firefighter,Non Exempt,16-Aug-1988,16-Aug-1994,81494.40
FIR,FIR 010 Fire Administration,B.005931.2,Fire Battalion Officer,Exempt,01-Feb-2002,22-Dec-2015,102816.74
FIR,FIR 010 Fire Administration,B.000042.2,Fire District Officer,Exempt,16-Jul-1996,04-Jun-2020,116784.98
FIR,FIR 010 Fire Administration,B.000033.1,Fire Captain,Non Exempt,16-Feb-2007,07-Dec-2016,90511.98
FIR,FIR 010 Fire Administration,B.002217.7,Accountant III,Exempt,19-Jul-2018,19-Jul-2018,82078.10
FIR,FIR 012 Fire Prevention Bureau,B.004158.1,Fire Captain,Non Exempt,16-Jan-2000,16-Jan-2008,93869.62
FIR,FIR 012 Fire Prevention Bureau,B.001017.1,Master Firefighter,Non Exempt,01-Feb-2002,01-Feb-2006,81494.40
FIR,FIR 012 Fire Prevention Bureau,B.002946.3,Public Safety Training Specialist,Non Exempt,10-Sep-2001,25-Feb-2021,50000.08
FIR,FIR 012 Fire Prevention Bureau,B.006464.1,Code Inspector II,Non Exempt,01-Nov-2003,01-Nov-2003,56514.38
FIR,FIR 012 Fire Prevention Bureau,N.030145.1,Code Inspector II,Non Exempt,01-Mar-1971,01-Nov-2005,22.30
FIR,FIR 012 Fire Prevention Bureau,B.000908.1,Master Firefighter,Non Exempt,16-Sep-2009,22-Feb-2016,68108.04
FIR,FIR 012 Fire Prevention Bureau,N.090178,Code Inspector II,Non Exempt,01-Oct-1988,22-Aug-2014,22.30
FIR,FIR 012 Fire Prevention Bureau,B.001824.2,Administrative Assistant,Non Exempt,01-Aug-1999,01-Sep-2001,48479.86
FIR,FIR 012 Fire Prevention Bureau,B.003119.1,Master Firefighter,Non Exempt,01-Feb-2002,01-Jun-2007,80155.40
FIR,FIR 012 Fire Prevention Bureau,B.001553.1,Master Firefighter,Non Exempt,01-Jan-2013,04-Jul-2019,63346.14
FIR,FIR 012 Fire Prevention Bureau,B.005912.1,Master Firefighter,Non Exempt,01-Jul-2002,01-Jul-2008,78487.50
FIR,FIR 012 Fire Prevention Bureau,B.000370.2,Public Safety Training Specialist,Non Exempt,16-Aug-1999,16-Aug-1999,59618.00
FIR,FIR 012 Fire Prevention Bureau,B.004129.1,Master Firefighter,Non Exempt,01-Aug-2003,01-Aug-2009,75393.50
FIR,FIR 012 Fire Prevention Bureau,B.001682.2,Fire Captain,Non Exempt,07-Jun-1986,01-Jan-2000,94494.40
FIR,FIR 012 Fire Prevention Bureau,B.005676.1,Fire Captain,Non Exempt,01-Oct-1984,01-Jul-2000,94494.40
FIR,FIR 012 Fire Prevention Bureau,N.090179,Code Inspector II,Non Exempt,01-Feb-2002,,22.30
FIR,FIR 012 Fire Prevention Bureau,B.002430.1,Master Firefighter,Non Exempt,16-Feb-1999,16-Aug-2004,81494.40
FIR,FIR 012 Fire Prevention Bureau,B.004236.6,Media and Communications Coordinator II,Non Exempt,22-Sep-2015,18-Jan-2018,56330.82
FIR,FIR 012 Fire Prevention Bureau,N.090180,Code Inspector II,Non Exempt,01-Sep-1981,07-Sep-2015,22.30
FIR,FIR 012 Fire Prevention Bureau,B.002159.3,Master Firefighter Medic,Non Exempt,16-May-2001,16-Jul-2011,76397.10
FIR,FIR 012 Fire Prevention Bureau,B.003960.1,Office Assistant II,Non Exempt,16-Jan-2007,07-Jun-2018,46696.00
FIR,FIR 012 Fire Prevention Bureau,B.000487.2,Public Safety Training Specialist,Non Exempt,29-Jul-2021,,45000.02
FIR,FIR 012 Fire Prevention Bureau,B.004087.1,Master Firefighter,Non Exempt,16-Jul-2005,16-Jul-2012,71180.20
FIR,FIR 012 Fire Prevention Bureau,B.003707.1,Master Firefighter,Non Exempt,16-Aug-2004,16-May-2012,71597.24
FIR,FIR 012 Fire Prevention Bureau,N.090181,Code Inspector II,Non Exempt,16-Apr-1976,09-May-2016,22.30
FIR,FIR 012 Fire Prevention Bureau,B.005925.1,Master Firefighter,Non Exempt,01-Jul-2002,01-Sep-2006,79321.32
FIR,FIR 012 Fire Prevention Bureau,B.003869.1,Master Firefighter,Non Exempt,01-Aug-2003,01-Oct-2008,75766.60
FIR,FIR 012 Fire Prevention Bureau,B.003277.1,Master Firefighter,Non Exempt,16-Feb-2007,16-Feb-2013,69775.68
FIR,FIR 012 Fire Prevention Bureau,B.000949.2,Fire Battalion Officer,Exempt,16-Jan-1986,01-Mar-2013,107910.40
FIR,FIR 012 Fire Prevention Bureau,B.004869.1,Master Firefighter,Non Exempt,01-Aug-2003,16-Sep-2010,78202.28
FIR,FIR 012 Fire Prevention Bureau,B.005927.1,Master Firefighter,Non Exempt,01-Jul-2002,01-Jun-2010,77917.06
FIR,FIR 012 Fire Prevention Bureau,B.003142.1,Master Firefighter Medic,Non Exempt,16-May-2006,01-Jul-2012,75848.50
FIR,FIR 012 Fire Prevention Bureau,B.002172.4,Fire Battalion Officer,Exempt,01-Jul-2002,07-Nov-2016,107910.40
FIR,FIR 012 Fire Prevention Bureau,B.006463.1,Code Inspector II,Non Exempt,18-Jan-2018,07-Jun-2018,48568.78
FIR,FIR 012 Fire Prevention Bureau,B.000847.1,Life Safety Education Supervisor,Non Exempt,18-Jul-2019,18-Jul-2019,62053.94
FIR,FIR 020 Fire Operations,B.000936.1,Fire Captain,Non Exempt,11-May-1982,16-Jun-2004,94494.40
FIR,FIR 020 Fire Operations,B.000046.1,Master Firefighter Medic,Non Exempt,01-Jan-2013,03-Jan-2019,69660.24
FIR,FIR 020 Fire Operations,B.004338,Firefighter,Non Exempt,25-Feb-2021,15-Jul-2021,49226.32
FIR,FIR 020 Fire Operations,B.001818,Master Firefighter,Non Exempt,16-Jun-1998,16-Jul-2004,81494.40
FIR,FIR 020 Fire Operations,B.005396,Master Firefighter,Non Exempt,16-Jan-1998,16-Jan-2003,81494.40
FIR,FIR 020 Fire Operations,B.005765.3,Administrative Assistant,Non Exempt,01-Oct-2001,28-Feb-2019,51521.60
FIR,FIR 020 Fire Operations,B.002997.1,Firefighter,Non Exempt,23-Jan-2017,27-Jul-2017,54724.54
FIR,FIR 020 Fire Operations,B.004627.1,Master Firefighter,Non Exempt,01-Feb-2014,26-Mar-2020,62995.14
FIR,FIR 020 Fire Operations,B.000107.1,Firefighter,Non Exempt,19-Jan-2017,27-Jul-2017,54724.54
FIR,FIR 020 Fire Operations,B.003904,Fire Captain,Non Exempt,16-Nov-1996,01-May-2006,94494.40
FIR,FIR 020 Fire Operations,B.004197.2,Master Firefighter,Non Exempt,01-Feb-2014,13-Feb-2020,62995.14
FIR,FIR 020 Fire Operations,B.002226,Fire Captain,Non Exempt,16-Jan-2001,12-Apr-2018,94494.40
FIR,FIR 020 Fire Operations,B.003079.4,Firefighter,Non Exempt,22-Feb-2016,01-May-2018,54695.94
FIR,FIR 020 Fire Operations,B.003551.2,Fire Captain,Non Exempt,01-Feb-2003,03-Aug-2017,90511.98
FIR,FIR 020 Fire Operations,B.000183,Master Firefighter,Non Exempt,07-Feb-2015,22-Oct-2015,62841.48
FIR,FIR 020 Fire Operations,B.001483,Master Firefighter,Non Exempt,01-Jun-1996,01-Feb-2009,77039.30
FIR,FIR 020 Fire Operations,B.002071,Master Firefighter,Non Exempt,01-Feb-2003,01-Feb-2009,77061.14
FIR,FIR 020 Fire Operations,B.002498,Fire Captain,Non Exempt,01-Jul-2002,01-Mar-2013,93321.02
FIR,FIR 020 Fire Operations,B.000630,Master Firefighter,Non Exempt,16-Feb-2007,16-Feb-2013,69775.68
FIR,FIR 020 Fire Operations,B.000027.2,Firefighter,Non Exempt,08-Nov-2018,25-Apr-2019,51500.02
FIR,FIR 020 Fire Operations,B.000429.1,Firefighter,Non Exempt,19-Jan-2017,27-Jul-2017,54724.54
FIR,FIR 020 Fire Operations,B.000825,Master Firefighter,Non Exempt,07-Feb-2015,25-Feb-2021,62841.48
FIR,FIR 020 Fire Operations,B.007106.1,Firefighter,Non Exempt,16-Jan-2020,18-Jun-2020,51000.04
FIR,FIR 020 Fire Operations,B.005267,Fire Captain,Non Exempt,16-Feb-2007,12-Sep-2019,79497.60
FIR,FIR 020 Fire Operations,B.001549,Fire Captain,Non Exempt,16-Jul-2005,07-Jul-2014,92728.48
FIR,FIR 020 Fire Operations,B.004295.1,Fire Captain,Non Exempt,16-Oct-2011,12-Mar-2020,82217.20
FIR,FIR 020 Fire Operations,B.000109,Firefighter,Non Exempt,08-Nov-2018,25-Apr-2019,51500.02
FIR,FIR 020 Fire Operations,B.007395,Firefighter,Non Exempt,09-Nov-2017,01-May-2018,54695.94
FIR,FIR 020 Fire Operations,B.003225,Fire Captain,Non Exempt,16-Feb-2007,22-Dec-2015,90621.70
FIR,FIR 020 Fire Operations,B.004176,Master Firefighter,Non Exempt,01-Feb-2014,13-Feb-2020,62995.14
FIR,FIR 020 Fire Operations,B.001686.2,Firefighter Medic,Non Exempt,26-Sep-2019,26-Sep-2019,54872.48
FIR,FIR 020 Fire Operations,B.004133,Master Firefighter,Non Exempt,16-Feb-2008,16-Feb-2014,69227.08
FIR,FIR 020 Fire Operations,B.001817.2,Fire Captain,Non Exempt,16-May-2006,22-Mar-2016,90621.70
FIR,FIR 020 Fire Operations,B.001892.1,Firefighter,Non Exempt,19-Jan-2017,27-Jul-2017,54724.54
FIR,FIR 020 Fire Operations,B.007394,Firefighter,Non Exempt,09-Nov-2017,01-May-2018,54695.94
FIR,FIR 020 Fire Operations,B.003354,Firefighter,Non Exempt,22-Feb-2016,07-Nov-2016,56370.34
FIR,FIR 020 Fire Operations,B.003719,Fire Captain,Non Exempt,01-Jan-1987,01-Jul-2001,94494.40
FIR,FIR 020 Fire Operations,B.000349,Master Firefighter Medic,Non Exempt,16-Oct-2011,13-Sep-2018,69660.24
FIR,FIR 020 Fire Operations,B.000481,Fire Captain,Non Exempt,16-Feb-2007,13-Sep-2018,81888.04
FIR,FIR 020 Fire Operations,B.007393,Firefighter,Non Exempt,09-Nov-2017,01-May-2018,54695.94
FIR,FIR 020 Fire Operations,B.002422,Fire Captain,Non Exempt,16-Jan-2001,16-Jan-2007,90490.14
FIR,FIR 020 Fire Operations,B.000564,Firefighter,Non Exempt,25-Feb-2021,15-Jul-2021,49226.32
FIR,FIR 020 Fire Operations,B.000166,Fire Captain,Non Exempt,18-Apr-1986,01-Jan-2014,93233.14
FIR,FIR 020 Fire Operations,B.002010.1,Firefighter Medic,Non Exempt,26-May-2011,27-Jul-2017,60240.44
FIR,FIR 020 Fire Operations,B.005929,Master Firefighter,Non Exempt,01-Aug-2003,16-Aug-2009,75393.50
FIR,FIR 020 Fire Operations,B.007404,Firefighter Medic,Non Exempt,22-Feb-2016,07-Nov-2016,62039.90
FIR,FIR 020 Fire Operations,B.005260,Firefighter,Non Exempt,22-Feb-2016,07-Nov-2016,56370.34
FIR,FIR 020 Fire Operations,B.007405,Firefighter Medic,Non Exempt,22-Feb-2016,07-Nov-2016,62018.06
FIR,FIR 020 Fire Operations,B.007107.1,Firefighter,Non Exempt,16-Jan-2020,18-Jun-2020,51000.04
FIR,FIR 020 Fire Operations,B.007238,Fire Battalion Officer,Exempt,01-Oct-1997,12-Sep-2019,107139.76
FIR,FIR 020 Fire Operations,B.005712,Fire Captain,Non Exempt,16-May-2006,22-Dec-2015,90621.70
FIR,FIR 020 Fire Operations,B.000742,Firefighter Medic,Non Exempt,26-Sep-2019,26-Sep-2019,54680.60
FIR,FIR 020 Fire Operations,B.000701,Master Firefighter,Non Exempt,16-Sep-2009,07-Oct-2015,68108.04
FIR,FIR 020 Fire Operations,B.001359.2,Firefighter Medic,Non Exempt,08-Nov-2018,18-Jun-2020,55983.46
FIR,FIR 020 Fire Operations,B.001248,Fire Captain,Non Exempt,16-Jul-2005,06-Jul-2017,90511.98
FIR,FIR 020 Fire Operations,B.007720.1,Fire Captain,Non Exempt,01-Jan-2013,07-Jul-2016,90621.70
FIR,FIR 020 Fire Operations,B.001510,Fire Captain,Non Exempt,16-Oct-2011,06-Dec-2018,81888.04
FIR,FIR 020 Fire Operations,B.006860,Master Firefighter,Non Exempt,07-Jun-2002,26-Mar-2020,62995.14
FIR,FIR 020 Fire Operations,B.000366,Master Firefighter,Non Exempt,01-Aug-2003,01-Aug-2009,75393.50
FIR,FIR 020 Fire Operations,B.000117.1,Fire Captain,Non Exempt,01-Jul-2002,15-Mar-2018,90402.26
FIR,FIR 020 Fire Operations,B.001728,Master Firefighter,Non Exempt,16-Sep-2009,22-Sep-2015,68108.04
FIR,FIR 020 Fire Operations,B.004153,Master Firefighter,Non Exempt,01-Feb-2014,13-Feb-2020,62995.14
FIR,FIR 020 Fire Operations,B.004301,Master Firefighter,Non Exempt,16-Feb-2008,07-Jul-2016,68700.58
FIR,FIR 020 Fire Operations,B.004128.1,Firefighter Medic,Non Exempt,19-Jan-2017,21-Jun-2018,60087.04
FIR,FIR 020 Fire Operations,B.003721,Master Firefighter Medic,Non Exempt,01-Feb-2002,01-Feb-2009,85612.80
FIR,FIR 020 Fire Operations,B.001929.4,Fire District Officer,Exempt,16-Dec-1989,25-Oct-2018,124158.06
FIR,FIR 020 Fire Operations,B.003657,Master Firefighter,Non Exempt,16-Jan-1985,16-Apr-1991,81494.40
FIR,FIR 020 Fire Operations,B.001467,Master Firefighter,Non Exempt,16-Sep-2009,07-Apr-2016,68108.04
FIR,FIR 020 Fire Operations,B.002315,Fire Captain,Non Exempt,16-Sep-1999,16-May-2010,93628.08
FIR,FIR 020 Fire Operations,B.005911,Master Firefighter,Non Exempt,01-Jan-2013,03-Jan-2019,66198.86
FIR,FIR 020 Fire Operations,B.000787,Firefighter,Non Exempt,08-Nov-2018,25-Apr-2019,51500.02
FIR,FIR 020 Fire Operations,B.001050,Firefighter,Non Exempt,08-Nov-2018,25-Apr-2019,51500.02
FIR,FIR 020 Fire Operations,B.003399,Firefighter,Non Exempt,08-Nov-2018,25-Apr-2019,51500.02
FIR,FIR 020 Fire Operations,B.000331,Master Firefighter Medic,Non Exempt,01-Jan-2013,03-Jan-2019,69660.24
FIR,FIR 020 Fire Operations,B.002989,Fire Captain,Non Exempt,16-Jan-1998,16-Jan-2012,93408.64
FIR,FIR 020 Fire Operations,B.001389.1,Fire Deputy Chief,Exempt,10-Jan-1987,07-Jun-2016,140629.32
FIR,FIR 020 Fire Operations,B.003496,Master Firefighter,Non Exempt,16-Feb-2008,16-Feb-2014,69227.08
FIR,FIR 020 Fire Operations,B.003314.1,Firefighter,Non Exempt,19-Jan-2017,27-Jul-2017,54724.54
FIR,FIR 020 Fire Operations,B.007239,Fire District Officer,Exempt,01-Feb-1988,06-Jul-2017,119220.66
FIR,FIR 020 Fire Operations,B.007562,Firefighter,Non Exempt,16-Jan-2020,18-Jun-2020,51000.04
FIR,FIR 020 Fire Operations,B.004173,Fire Captain,Non Exempt,16-Jul-2005,06-Jul-2017,90511.98
FIR,FIR 020 Fire Operations,B.002794.4,Master Firefighter Medic,Non Exempt,01-Feb-2002,01-Feb-2006,85612.80
FIR,FIR 020 Fire Operations,B.005917,Master Firefighter,Non Exempt,01-Jan-2013,02-Jul-2020,63236.42
FIR,FIR 020 Fire Operations,B.003224,Master Firefighter,Non Exempt,16-Jul-1996,26-Sep-2019,81494.14
FIR,FIR 020 Fire Operations,B.003800.4,Fire Battalion Officer,Exempt,16-Jan-2000,07-Apr-2016,102794.90
FIR,FIR 020 Fire Operations,B.000790,Fire Captain,Non Exempt,01-Apr-1988,16-Jan-2005,94494.40
FIR,FIR 020 Fire Operations,B.002447,Master Firefighter,Non Exempt,16-Oct-2008,07-Sep-2015,68108.04
FIR,FIR 020 Fire Operations,B.002742,Master Firefighter Medic,Non Exempt,07-Feb-2015,11-Feb-2021,69067.96
FIR,FIR 020 Fire Operations,B.005708,Master Firefighter,Non Exempt,16-Feb-2007,16-Aug-2013,69227.08
FIR,FIR 020 Fire Operations,B.000932,Master Firefighter Medic,Non Exempt,16-Oct-2011,21-Dec-2017,73588.32
FIR,FIR 020 Fire Operations,B.004187,Master Firefighter,Non Exempt,01-Feb-2004,01-Feb-2010,74011.08
FIR,FIR 020 Fire Operations,B.003091,Fire Captain,Non Exempt,01-Jul-2002,16-Apr-2013,93321.02
FIR,FIR 020 Fire Operations,B.007401,Firefighter,Non Exempt,22-Feb-2016,07-Nov-2016,56370.34
FIR,FIR 020 Fire Operations,B.002246,Master Firefighter,Non Exempt,16-Sep-2009,07-Sep-2014,68656.64
FIR,FIR 020 Fire Operations,B.007557,Firefighter,Non Exempt,16-Jan-2020,18-Jun-2020,51000.04
FIR,FIR 020 Fire Operations,B.001086,Firefighter,Non Exempt,08-Nov-2018,25-Apr-2019,51500.02
FIR,FIR 020 Fire Operations,B.001386,Firefighter,Non Exempt,08-Nov-2018,25-Apr-2019,51500.02
FIR,FIR 020 Fire Operations,B.002372,Master Firefighter Medic,Non Exempt,16-Feb-2008,26-Feb-2020,85562.62
FIR,FIR 020 Fire Operations,B.001397.2,Master Firefighter Medic,Non Exempt,01-Jul-2002,16-Oct-2008,85612.80
FIR,FIR 020 Fire Operations,B.001269,Fire Captain,Non Exempt,27-May-2010,04-Jun-2020,79545.70
FIR,FIR 020 Fire Operations,B.003687,Master Firefighter Medic,Non Exempt,01-Feb-2014,13-Feb-2020,69331.08
FIR,FIR 020 Fire Operations,B.004250,Fire Captain,Non Exempt,16-Feb-2007,06-Dec-2018,81888.04
FIR,FIR 020 Fire Operations,B.002725,Firefighter,Non Exempt,08-Nov-2018,25-Apr-2019,51500.02
FIR,FIR 020 Fire Operations,B.006866.1,Fire Battalion Officer,Exempt,25-Aug-1988,06-Dec-2018,103540.84
FIR,FIR 020 Fire Operations,B.002457,Fire Captain,Non Exempt,16-Jan-2001,16-Sep-2007,94494.40
FIR,FIR 020 Fire Operations,B.002929,Master Firefighter Medic,Non Exempt,01-Feb-2003,01-Sep-2008,83704.40
FIR,FIR 020 Fire Operations,B.007392,Firefighter,Non Exempt,09-Nov-2017,01-May-2018,54695.94
FIR,FIR 020 Fire Operations,B.004269,Fire Captain,Non Exempt,16-Feb-2008,07-Sep-2017,90511.98
FIR,FIR 020 Fire Operations,B.005984,Master Firefighter,Non Exempt,16-Feb-2008,30-Mar-2014,69227.08
FIR,FIR 020 Fire Operations,B.001135,Fire Captain,Non Exempt,16-Sep-2009,06-Jul-2017,90511.98
FIR,FIR 020 Fire Operations,B.007396,Firefighter,Non Exempt,09-Nov-2017,01-May-2018,54695.94
FIR,FIR 020 Fire Operations,B.002068,Fire Captain,Non Exempt,16-Apr-1997,16-Jul-2012,93430.74
FIR,FIR 020 Fire Operations,B.001407,Fire Captain,Non Exempt,16-May-2006,07-Apr-2016,90621.70
FIR,FIR 020 Fire Operations,B.000994.1,Firefighter,Non Exempt,22-Jun-2015,01-May-2018,54695.94
FIR,FIR 020 Fire Operations,B.002208,Firefighter,Non Exempt,01-Apr-2012,07-Nov-2016,56370.34
FIR,FIR 020 Fire Operations,B.007563,Firefighter,Non Exempt,16-Jan-2020,18-Jun-2020,51000.04
FIR,FIR 020 Fire Operations,B.006037,Master Firefighter,Non Exempt,16-Sep-2009,07-Oct-2015,68108.04
FIR,FIR 020 Fire Operations,B.002432,Master Firefighter,Non Exempt,16-Sep-2009,22-Sep-2015,68108.04
FIR,FIR 020 Fire Operations,B.003077,Master Firefighter,Non Exempt,16-Apr-1999,23-Nov-2017,66989.00
FIR,FIR 020 Fire Operations,B.004172.1,Master Firefighter,Non Exempt,19-Jan-2017,28-Jan-2021,60317.92
FIR,FIR 020 Fire Operations,B.005920,Master Firefighter,Non Exempt,01-Jul-2002,02-Dec-2006,77324.52
FIR,FIR 020 Fire Operations,B.000573,Fire Captain,Non Exempt,01-Feb-2003,01-Oct-2013,92882.14
FIR,FIR 020 Fire Operations,B.000155,Master Firefighter Medic,Non Exempt,16-Sep-2009,07-Sep-2015,75848.50
FIR,FIR 020 Fire Operations,B.001274.2,Fire Captain,Non Exempt,14-Jun-1984,16-Apr-2003,94494.40
FIR,FIR 020 Fire Operations,B.002087,Master Firefighter,Non Exempt,16-Jan-1998,16-Apr-2002,81494.40
FIR,FIR 020 Fire Operations,B.001838,Fire Captain,Non Exempt,01-Feb-2003,16-May-2012,94494.40
FIR,FIR 020 Fire Operations,B.005933,Master Firefighter,Non Exempt,16-Aug-2004,16-May-2011,72299.24
FIR,FIR 020 Fire Operations,B.004066.1,Fire District Officer,Exempt,01-Oct-1988,01-Oct-2013,122644.08
FIR,FIR 020 Fire Operations,B.002027,Fire Captain,Non Exempt,16-Feb-2007,07-Nov-2016,90511.98
FIR,FIR 020 Fire Operations,B.003674,Fire Captain,Non Exempt,16-Oct-2011,17-Jan-2019,81888.04
FIR,FIR 020 Fire Operations,B.005921,Fire Captain,Non Exempt,01-Jul-2002,16-Aug-2013,94494.40
FIR,FIR 020 Fire Operations,B.006085.5,Fire Battalion Officer,Exempt,01-Sep-1993,01-Mar-2013,107183.70
FIR,FIR 020 Fire Operations,B.001352,Fire Captain,Non Exempt,01-Feb-2004,01-Oct-2013,93233.14
FIR,FIR 020 Fire Operations,B.005704,Master Firefighter,Non Exempt,16-Jan-2001,16-Jun-2007,80221.18
FIR,FIR 020 Fire Operations,B.007565,Firefighter,Non Exempt,16-Jan-2020,18-Jun-2020,51000.04
FIR,FIR 020 Fire Operations,B.007235.1,Fire Captain,Non Exempt,16-Jun-1998,01-Mar-2013,93321.02
FIR,FIR 020 Fire Operations,B.003535,Master Firefighter,Non Exempt,16-Jul-2000,16-Jul-2006,81494.40
FIR,FIR 020 Fire Operations,B.001156,Master Firefighter,Non Exempt,16-Sep-2009,07-Feb-2016,68108.04
FIR,FIR 020 Fire Operations,B.005934,Master Firefighter,Non Exempt,16-Sep-1995,07-Dec-2014,75305.62
FIR,FIR 020 Fire Operations,B.003662.2,Fire Captain,Non Exempt,16-May-2006,07-Apr-2016,90621.70
FIR,FIR 020 Fire Operations,B.001574,Fire Captain,Non Exempt,16-Jan-2001,16-Apr-2011,94494.40
FIR,FIR 020 Fire Operations,B.003152.1,Fire Battalion Officer,Exempt,01-Feb-2002,16-Apr-2013,107578.64
FIR,FIR 020 Fire Operations,B.005913,Master Firefighter Medic,Non Exempt,01-Jul-2002,01-Jul-2008,85612.80
FIR,FIR 020 Fire Operations,B.001585,Master Firefighter,Non Exempt,16-Oct-2011,26-Oct-2017,66989.00
FIR,FIR 020 Fire Operations,B.007389,Firefighter,Non Exempt,09-Nov-2017,01-May-2018,54695.94
FIR,FIR 020 Fire Operations,B.000500.2,Master Firefighter,Non Exempt,01-Aug-2003,01-Aug-2009,75393.50
FIR,FIR 020 Fire Operations,B.000744.3,Fire Battalion Officer,Exempt,16-Apr-1996,04-Jun-2020,103979.72
FIR,FIR 020 Fire Operations,B.000411,Firefighter,Non Exempt,08-Nov-2018,25-Apr-2019,51500.02
FIR,FIR 020 Fire Operations,B.000170,Master Firefighter,Non Exempt,16-Feb-2008,16-Feb-2014,69227.08
FIR,FIR 020 Fire Operations,B.005910,Master Firefighter Medic,Non Exempt,01-Feb-2014,10-May-2018,73696.48
FIR,FIR 020 Fire Operations,B.000185,Fire Captain,Non Exempt,16-May-2006,07-Oct-2015,90621.70
FIR,FIR 020 Fire Operations,B.001022,Fire Captain,Non Exempt,16-Jun-1998,17-Jan-2019,92969.76
FIR,FIR 020 Fire Operations,B.004238.1,Firefighter,Non Exempt,19-Jan-2017,27-Jul-2017,54724.54
FIR,FIR 020 Fire Operations,B.003439,Firefighter,Non Exempt,27-May-2010,01-May-2018,52091.26
FIR,FIR 020 Fire Operations,B.005936,Master Firefighter,Non Exempt,01-Jun-1990,01-Jul-2008,78487.50
FIR,FIR 020 Fire Operations,B.002200,Firefighter Medic,Non Exempt,26-Sep-2019,26-Sep-2019,54872.48
FIR,FIR 020 Fire Operations,B.003166,Master Firefighter,Non Exempt,16-Feb-2007,16-Jul-2013,69227.08
FIR,FIR 020 Fire Operations,B.005264,Master Firefighter,Non Exempt,16-Jan-2000,16-Jan-2006,81494.40
FIR,FIR 020 Fire Operations,B.002766,Master Firefighter,Non Exempt,01-Jan-2013,03-Jan-2019,63346.14
FIR,FIR 020 Fire Operations,B.003757,Firefighter,Non Exempt,08-Nov-2018,25-Apr-2019,51500.02
FIR,FIR 020 Fire Operations,B.006044.2,Firefighter,Non Exempt,19-Jan-2017,27-Jul-2017,54724.54
FIR,FIR 020 Fire Operations,B.006045,Master Firefighter,Non Exempt,01-Feb-2004,01-Apr-2010,74011.08
FIR,FIR 020 Fire Operations,B.005266.1,Firefighter,Non Exempt,19-Jan-2017,27-Jul-2017,54724.54
FIR,FIR 020 Fire Operations,B.005938.4,Master Firefighter,Non Exempt,01-Jul-2002,16-Jul-2011,77961.00
FIR,FIR 020 Fire Operations,B.001845,Master Firefighter Medic,Non Exempt,16-Feb-2008,16-Feb-2014,75299.90
FIR,FIR 020 Fire Operations,B.001102,Master Firefighter,Non Exempt,01-Feb-2004,01-Feb-2010,74011.08
FIR,FIR 020 Fire Operations,B.001557,Fire Captain,Non Exempt,16-May-2006,22-Jan-2016,90621.70
FIR,FIR 020 Fire Operations,B.003715,Firefighter Medic,Non Exempt,22-Feb-2016,07-Nov-2016,62039.90
FIR,FIR 020 Fire Operations,B.002639,Fire Captain,Non Exempt,16-Oct-2011,18-Jun-2020,79545.70
FIR,FIR 020 Fire Operations,B.004048,Fire Captain,Non Exempt,01-Aug-1981,01-Feb-2004,94494.40
FIR,FIR 020 Fire Operations,B.006035,Master Firefighter,Non Exempt,16-Nov-1996,16-Aug-2010,72431.06
